"WO No.","Part Name","Part Drg No.","Req. Qty","Type","BOM Upload Dt","Design Eng","Approved By","Dwg Rls Dt"
"T1483","02-710-00-CYLINDER MTG PLATE","T1483-02-710-00-CYLINDER MTG PLATE","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","06-160-00-SUCTION ENTRY SHEET","T1483-06-160-00-SUCTION ENTRY SHEET","2","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-360-00-TENSTIONER HOLDING PLT","T1483-04-360-00-TENSTIONER HOLDING PLT","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-490-00-TOP SLIDE COVER","T1483-02-490-00-TOP SLIDE COVER","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-070-LOCATING PIN","T1483-04-070-LOCATING PIN","2","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","03-270-00-END STOPPER","T1483-03-270-00-END STOPPER","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-17C-00-SADDLE","T1483-02-17C-00-SADDLE","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-210-ROLLER CAP","T1483-04-210-ROLLER CAP","4","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-520-00-TOOL HOLDER","T1483-02-520-00-TOOL HOLDER","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-705-00-SPACER BUSH","T1483-02-705-00-SPACER BUSH","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","02-130-00-Z AXIS READER SW  MTG PROFILE","T1483-02-130-00-Z AXIS READER SW  MTG PROFILE","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-010-TOP BRACKET WITH TWO GUIDE","T1483-04-010-TOP BRACKET WITH TWO GUIDE","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","03-220-00-PCD V BLOCK RH","T1483-03-220-00-PCD V BLOCK RH","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-390-00-BOTTOM SHEET","T1483-02-390-00-BOTTOM SHEET","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","09-020-00-SUCTION ENTRY TO UNIT","T1483-09-020-00-SUCTION ENTRY TO UNIT","1","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"T1483","04-180-ROLLER SHAFT","T1483-04-180-ROLLER SHAFT","4","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-110-00-X AXIS READER SW  MTG PROFILE","T1483-02-110-00-X AXIS READER SW  MTG PROFILE","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","03-140-00-SUCTION PIPE","T1483-03-140-00-SUCTION PIPE","1","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-330-00-BEARING RETAINER","T1483-04-330-00-BEARING RETAINER","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","04-850-00-RETAINER PLATE","T1483-04-850-00-RETAINER PLATE","2","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-320-00-LIMIT SWITCH MTG PLT Z AXIS","T1483-02-320-00-LIMIT SWITCH MTG PLT Z AXIS","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","09-070-00-SAFTY COVER","T1483-09-070-00-SAFTY COVER","1","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"T1483","04-150-LEVER SIDE CLAMP","T1483-04-150-LEVER SIDE CLAMP","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-090-00-MATCH PAIR BEARING RETAINER","T1483-02-090-00-MATCH PAIR BEARING RETAINER","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","03-100-00-FIXTURE BUTTING PLATE","T1483-03-100-00-FIXTURE BUTTING PLATE","1","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-300-BELT DRIVE SENSOR PLT","T1483-04-300-BELT DRIVE SENSOR PLT","2","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","06-555-00-3 WAY PUSH BUTTON MTG BKT","T1483-06-555-00-3 WAY PUSH BUTTON MTG BKT","2","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-640-00-BEARING RETAINER","T1483-04-640-00-BEARING RETAINER","8","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-520-00-TOOL HOLDER","T1483-02-520-00-TOOL HOLDER","4","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","01-070-00-PNEUMATIC PLATE","T1483-01-070-00-PNEUMATIC PLATE","1","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"T1483","04-111-00-HORIZONTAL MTG PLT","T1483-04-111-00-HORIZONTAL MTG PLT","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","03-200-00-CAM FALLOWER HOLDER","T1483-03-200-00-CAM FALLOWER HOLDER","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-704-00-NUT HSG SUPPORT BLK","T1483-02-704-00-NUT HSG SUPPORT BLK","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","03-010-00-WORK HOLDER BASE","T1483-03-010-00-WORK HOLDER BASE","1","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-270-00-BELT DOWN SNSR BKT","T1483-04-270-00-BELT DOWN SNSR BKT","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-200-00-TOOL HOLDER CLAMP","T1483-02-200-00-TOOL HOLDER CLAMP","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","06-270-00-SPACRE FOR CYLINDER BRKT","T1483-06-270-00-SPACRE FOR CYLINDER BRKT","1","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-430-00-BEARING SPACER BUSH","T1483-04-430-00-BEARING SPACER BUSH","4","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-200-00-TOOL HOLDER CLAMP","T1483-02-200-00-TOOL HOLDER CLAMP","4","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","03-010-00-HSG FOR V-JOURNAL HOLDER","T1483-03-010-00-HSG FOR V-JOURNAL HOLDER","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-050-00-SHAFT SPCR","T1483-02-050-00-SHAFT SPCR","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-240-TENSIONER ARM","T1483-04-240-TENSIONER ARM","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-720-00-CYLINDER COUPLER","T1483-02-720-00-CYLINDER COUPLER","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","06-220-00-COUPLER","T1483-06-220-00-COUPLER","1","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-410-00-BELT CYLINDER BUTTING RUBBER","T1483-04-410-00-BELT CYLINDER BUTTING RUBBER","5","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-630-00-TOOL SIDE BUTTING PLT","T1483-02-630-00-TOOL SIDE BUTTING PLT","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-080-MTG PIN","T1483-04-080-MTG PIN","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","03-272-00-END STOPPER","T1483-03-272-00-END STOPPER","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-020-R1-NUT HSG STOPPER","T1483-02-020-R1-NUT HSG STOPPER","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-211-ROLLER CAP INSIDE","T1483-04-211-ROLLER CAP INSIDE","4","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-706-00-TOOL HOLDER MTG BLOCK","T1483-02-706-00-TOOL HOLDER MTG BLOCK","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-330-00-LIMIT SWITCH MTG PLATE","T1483-02-330-00-LIMIT SWITCH MTG PLATE","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","06-080-00-SK MODEL","T1483-06-080-00-SK MODEL","4","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-340-00-HSG RETAINER","T1483-04-340-00-HSG RETAINER","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-170-00-OD TOOL HOLDER POST","T1483-02-170-00-OD TOOL HOLDER POST","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-020-00-HEIGHT BLOCK","T1483-04-020-00-HEIGHT BLOCK","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","03-230-00-PCD V BLOCK LH","T1483-03-230-00-PCD V BLOCK LH","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-01C-00-X AXIS SLIDE","T1483-02-01C-00-X AXIS SLIDE","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","09-040-00-CYLINDR MTG BKT","T1483-09-040-00-CYLINDR MTG BKT","1","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"T1483","04-190-SPACER","T1483-04-190-SPACER","4","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-708-00-TOOL HOLDER PIN","T1483-02-708-00-TOOL HOLDER PIN","2","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-460-00-SADDLE SLIDE  SHEET","T1483-02-460-00-SADDLE SLIDE  SHEET","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","04-860-00-SPACER BUSH","T1483-04-860-00-SPACER BUSH","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","03-205-00-CAM FALLOWER HOLDER RH","T1483-03-205-00-CAM FALLOWER HOLDER RH","1","","18-05-2022","Dayanand","PPRAJ","2022-05-18"
"T1483","02-340-00-LM BLOCK GUIDE PLATE.","T1483-02-340-00-LM BLOCK GUIDE PLATE.","2","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","09-030-00-GUIDE PLATE","T1483-09-030-00-GUIDE PLATE","2","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"T1483","04-160-00-CENTER SPACER","T1483-04-160-00-CENTER SPACER","2","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-440-R1-SADDLE MOTOR COVER","T1483-02-440-R1-SADDLE MOTOR COVER","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","03-110-00-FIXTURE BUTTING PLATE","T1483-03-110-00-FIXTURE BUTTING PLATE","2","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-310-00-BEARING HSG","T1483-04-310-00-BEARING HSG","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","06-060-00-ACRYLIC MOUNTING BRACKET","T1483-06-060-00-ACRYLIC MOUNTING BRACKET","1","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-640-00-DOOM NUT BUTTING BLOCK","T1483-04-640-00-DOOM NUT BUTTING BLOCK","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-10C-00-Z AXIS SLIDE","T1483-02-10C-00-Z AXIS SLIDE","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","01-260-00-BOTTOM TRAY","T1483-01-260-00-BOTTOM TRAY","1","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"T1483","04-120-TENSIONER ROLLER SHAFT","T1483-04-120-TENSIONER ROLLER SHAFT","2","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1483","02-410-00-SADDLE FACE SHEET RH","T1483-02-410-00-SADDLE FACE SHEET RH","1","","31-12-2021","Dayanand","PPRAJ","2021-12-31"
"T1483","03-020-00-SPACER PLATE","T1483-03-020-00-SPACER PLATE","2","","29-12-2021","Dayanand","PPRAJ","2021-12-29"
"T1483","04-280-00-HEIGHT BLOCK-RH","T1483-04-280-00-HEIGHT BLOCK-RH","1","","27-12-2021","Dayanand","PPRAJ","2021-12-27"
"T1510","04-120-TENSIONER ROLLER SHAFT","T1510-04-120-TENSIONER ROLLER SHAFT","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-580-00-STD GUIDE ROD","T1510-03-580-00-STD GUIDE ROD","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-250-CYLINDER COUPLER","T1510-04-250-CYLINDER COUPLER","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-060-00-RUBBER ROLLER","T1510-05-060-00-RUBBER ROLLER","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-172-00-V BLOCK -RH","T1510-03-172-00-V BLOCK -RH","4","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-470-00-SIDE FACE SHEET RH","T1510-02-470-00-SIDE FACE SHEET RH","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-160-00-CYLINDER PUSHER PAD","T1510-09-160-00-CYLINDER PUSHER PAD","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-420-00-TENSTIONER SPACER BUSH","T1510-04-420-00-TENSTIONER SPACER BUSH","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-240-00-CYLINDER COUPLER","T1510-05-240-00-CYLINDER COUPLER","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-090-00-MATCH PAIR BEARING RETAINER","T1510-02-090-00-MATCH PAIR BEARING RETAINER","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-100-CYL CONNECTOR","T1510-04-100-CYL CONNECTOR","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-550-00-V BLOCK","T1510-03-550-00-V BLOCK","3","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-220-FRONT ROLLER ARM","T1510-04-220-FRONT ROLLER ARM","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-080-00-PROFILE SUPPORT SHEET","T1510-03-080-00-PROFILE SUPPORT SHEET","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-420-R1-MOTOR SLIDE COVER","T1510-02-420-R1-MOTOR SLIDE COVER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-130-00-SPRING SUPPORT WASHER","T1510-09-130-00-SPRING SUPPORT WASHER","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-360-00-TENSTIONER HOLDING PLT","T1510-04-360-00-TENSTIONER HOLDING PLT","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-210-00-SPING WASHER","T1510-05-210-00-SPING WASHER","2","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-020-R1-NUT HSG STOPPER","T1510-02-020-R1-NUT HSG STOPPER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","13-040-00-CYLINDR MTG BKT","T1510-13-040-00-CYLINDR MTG BKT","1","","01-04-2022","Dayanand","PPRAJ","2022-04-01"
"T1510","04-070-LOCATING PIN","T1510-04-070-LOCATING PIN","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-330-00-PROFILE MTG PLATE","T1510-03-330-00-PROFILE MTG PLATE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","11-070-00-GUIDE PIN","T1510-11-070-00-GUIDE PIN","2","","21-03-2022","Dayanand","PPRAJ","2022-03-21"
"T1510","04-200-ROLLER","T1510-04-200-ROLLER","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-040-00-BEARING MOUNTING PLATE","T1510-03-040-00-BEARING MOUNTING PLATE","4","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-390-00-BOTTOM SHEET","T1510-02-390-00-BOTTOM SHEET","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","06-270-00-GUIDE ROD","T1510-06-270-00-GUIDE ROD","2","","19-07-2022","Dayanand","PPRAJ","2022-07-19"
"T1510","09-100-00-GUIDE ROD","T1510-09-100-00-GUIDE ROD","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-330-00-BEARING RETAINER","T1510-04-330-00-BEARING RETAINER","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-160-00-GUIDE ROD CLAMP","T1510-05-160-00-GUIDE ROD CLAMP","4","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","10-010-00-SENSOR HOLDER ROD","T1510-10-010-00-SENSOR HOLDER ROD","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-10C-00-Z AXIS SLIDE","T1510-02-10C-00-Z AXIS SLIDE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","03-740-00-BOTTOM CUP","T1510-03-740-00-BOTTOM CUP","1","","04-07-2022","Dayanand","PPRAJ","2022-07-04"
"T1510","13-010-00-SUCTION FROM ENTRY PLATE","T1510-13-010-00-SUCTION FROM ENTRY PLATE","1","","01-04-2022","Dayanand","PPRAJ","2022-04-01"
"T1510","04-641-00-DOOM NUT BUTTING BLOCK","T1510-04-641-00-DOOM NUT BUTTING BLOCK","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-260-00-END STOPPER PIN","T1510-03-260-00-END STOPPER PIN","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","11-030-00-LENGHT CHECKING PLATE LH","T1510-11-030-00-LENGHT CHECKING PLATE LH","1","","21-03-2022","Dayanand","PPRAJ","2022-03-21"
"T1510","04-860-00-SPACER BUSH","T1510-04-860-00-SPACER BUSH","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-660-00-T NUT","T1510-03-660-00-T NUT","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-350-00-SPACER PLATE","T1510-02-350-00-SPACER PLATE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-070-00-GRIPPER MTG BRACKET","T1510-09-070-00-GRIPPER MTG BRACKET","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-311-00-BEARING HSG SPACER","T1510-04-311-00-BEARING HSG SPACER","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-130-00-GUIDE ROD","T1510-05-130-00-GUIDE ROD","2","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-210-00-CYLINDER MTG PLATE","T1510-03-210-00-CYLINDER MTG PLATE","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-705-00-SPACER BUSH","T1510-02-705-00-SPACER BUSH","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-321-00-SHAFT","T1510-04-321-00-SHAFT","1","","06-06-2022","Dayanand","PPRAJ","2022-06-06"
"T1510","12-048-00-ADJUSTABLE SUCTIONN HOOD ASSY","T1510-12-048-00-ADJUSTABLE SUCTIONN HOOD ASSY","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-040-00-SPINDLE MOTOR MTG BRACKET","T1510-04-040-00-SPINDLE MOTOR MTG BRACKET","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-020-00-MOTOR MOUTING PLATE","T1510-05-020-00-MOTOR MOUTING PLATE","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-180-00-COM TOOL HOLDER POST","T1510-02-180-00-COM TOOL HOLDER POST","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-850-00-RETAINER PLATE","T1510-04-850-00-RETAINER PLATE","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-630-00-SUPPORT GUIDE PLATE","T1510-03-630-00-SUPPORT GUIDE PLATE","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-320-LIMIT SWITCH MTG PLT-Z AXIS","T1510-02-320-LIMIT SWITCH MTG PLT-Z AXIS","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-040-00-GRIPPER PAD","T1510-09-040-00-GRIPPER PAD","4","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","01-040-00-CABINET MOUNTING BRACKET","T1510-01-040-00-CABINET MOUNTING BRACKET","4","","17-03-2022","Dayanand","PPRAJ","2022-03-17"
"T1510","04-290-GUIDE ROD","T1510-04-290-GUIDE ROD","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-100-00-BRUSH RETAINER BUSH","T1510-05-100-00-BRUSH RETAINER BUSH","2","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-182-00-DOVTAIL SLIDE BASE PLATE","T1510-03-182-00-DOVTAIL SLIDE BASE PLATE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-640-00-SPACER PLATE","T1510-02-640-00-SPACER PLATE","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","06-110-00-SUCTION CONNECTING PIPE","T1510-06-110-00-SUCTION CONNECTING PIPE","1","","29-03-2022","Dayanand","PPRAJ","2022-03-29"
"T1510","04-130-TENSIONER ROLLER","T1510-04-130-TENSIONER ROLLER","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-600-00-WALKER CYLINDER MTG BRACKET","T1510-03-600-00-WALKER CYLINDER MTG BRACKET","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","03-710-COM SIDE END STOPPER","T1510-03-710-COM SIDE END STOPPER","3","","27-07-2022","Dayanand","PPRAJ","2022-07-27"
"T1510","09-010-00-CYLINDER MTG PLATE","T1510-09-010-00-CYLINDER MTG PLATE","2","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-260-00-BELT UNIT STOPPER KNOB","T1510-04-260-00-BELT UNIT STOPPER KNOB","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-070-00-SPACER BLOCK","T1510-05-070-00-SPACER BLOCK","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-173-00-FIXED FRAME MTG PLATE","T1510-03-173-00-FIXED FRAME MTG PLATE","4","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-480-00-SIDE FACE SHEET","T1510-02-480-00-SIDE FACE SHEET","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","12-011-00-VERTICAL ADJUSTABLE PLATE","T1510-12-011-00-VERTICAL ADJUSTABLE PLATE","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-430-00-BEARING SPACER BUSH","T1510-04-430-00-BEARING SPACER BUSH","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-250-00-COUPLER PLATE","T1510-05-250-00-COUPLER PLATE","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-100-00-NUT HOUSING BLOCK","T1510-02-100-00-NUT HOUSING BLOCK","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-110-BELT TENSIONER PLT","T1510-04-110-BELT TENSIONER PLT","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-560-00-00-BUTTING CAP","T1510-03-560-00-00-BUTTING CAP","3","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-230-TENSIONER GUIDE HSG","T1510-04-230-TENSIONER GUIDE HSG","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-030-00-GEAR MOTOR MOUTING BRACKET","T1510-05-030-00-GEAR MOTOR MOUTING BRACKET","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-105-00-STOPPER PLATE","T1510-03-105-00-STOPPER PLATE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-440-R1-SADDLE MOTOR COVER","T1510-02-440-R1-SADDLE MOTOR COVER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-140-00-SPRING SUPPORT WASHER","T1510-09-140-00-SPRING SUPPORT WASHER","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-380-00-SPACER PLATE","T1510-04-380-00-SPACER PLATE","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-220-00-SPING","T1510-05-220-00-SPING","5","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-050-00-SHAFT SPCR","T1510-02-050-00-SHAFT SPCR","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","13-070-00-SAFTY COVER","T1510-13-070-00-SAFTY COVER","1","","01-04-2022","Dayanand","PPRAJ","2022-04-01"
"T1510","04-080-MTG PIN","T1510-04-080-MTG PIN","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-333-00-BUTTING PLATE","T1510-03-333-00-BUTTING PLATE","6","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-700-00-PRELOADE WASHER","T1510-02-700-00-PRELOADE WASHER","1","","29-03-2022","Dayanand","PPRAJ","2022-03-29"
"T1510","04-210-ROLLER CAP","T1510-04-210-ROLLER CAP","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-690-00-WASHER PLATE","T1510-03-690-00-WASHER PLATE","4","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-400-00-FRONT  FACE SHEET","T1510-02-400-00-FRONT  FACE SHEET","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","06-290-00-STOPPER PLATE","T1510-06-290-00-STOPPER PLATE","2","","19-07-2022","Dayanand","PPRAJ","2022-07-19"
"T1510","09-110-00-CONNECTING PLATE","T1510-09-110-00-CONNECTING PLATE","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","06-006-00-SHEET MOUNTING PLATE","T1510-06-006-00-SHEET MOUNTING PLATE","12","","16-03-2022","Dayanand","PPRAJ","2022-03-16"
"T1510","04-340-00-HSG RETAINER","T1510-04-340-00-HSG RETAINER","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-190-00-CAM DISC","T1510-05-190-00-CAM DISC","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-16C-00-NUT HSG","T1510-02-16C-00-NUT HSG","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-180-00-CABLE CARRIER SUPPORT","T1510-09-180-00-CABLE CARRIER SUPPORT","1","","04-07-2022","Dayanand","PPRAJ","2022-07-04"
"T1510","13-020-00-SUCTION ENTRY TO UNIT","T1510-13-020-00-SUCTION ENTRY TO UNIT","1","","01-04-2022","Dayanand","PPRAJ","2022-04-01"
"T1510","04-042-00-VERTICAL SPINDLR MTG PLT","T1510-04-042-00-VERTICAL SPINDLR MTG PLT","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-280-00-WALKER CYLINDER MTG BRACKET","T1510-03-280-00-WALKER CYLINDER MTG BRACKET","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","11-040-00-LENGHT CHECKING PLATE RH","T1510-11-040-00-LENGHT CHECKING PLATE RH","1","","21-03-2022","Dayanand","PPRAJ","2022-03-21"
"T1510","04-870-00-BEARING SPACER BUSH","T1510-04-870-00-BEARING SPACER BUSH","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
